,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,url,joueur,annee
0,1,1,2003-10-29,25-303,NJN,@,TOR,L (-3),1,30:35,10,20,.500,1,1,1.000,5,8,.625,2,9,11,2,0,2,3,4,26,17.1,+4,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
1,2,2,2003-10-31,25-305,NJN,,MIN,W (+23),1,21:08,5,9,.556,0,0,,1,2,.500,2,4,6,2,0,0,1,1,11,8.9,+12,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
2,3,,2003-11-01,25-306,NJN,@,WAS,W (+13),Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
3,4,,2003-11-04,25-309,NJN,,HOU,L (-11),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
4,5,,2003-11-06,25-311,NJN,,IND,L (-6),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
5,6,,2003-11-07,25-312,NJN,@,BOS,W (+7),Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
6,7,,2003-11-09,25-314,NJN,@,DET,L (-14),Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
7,8,3,2003-11-12,25-317,NJN,,SAS,L (-14),1,38:27,7,21,.333,0,1,.000,0,0,,2,8,10,2,2,4,1,3,14,9.9,-1,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
8,9,4,2003-11-14,25-319,NJN,,NYK,W (+5),1,41:05,9,15,.600,0,0,,3,5,.600,0,10,10,1,0,0,4,3,21,11.8,+7,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
9,10,5,2003-11-15,25-320,NJN,@,ATL,W (+15),1,32:56,9,18,.500,1,2,.500,4,6,.667,5,9,14,2,2,2,1,3,23,22.0,+13,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
10,11,6,2003-11-18,25-323,NJN,,NOH,L (-3),1,33:48,3,10,.300,0,0,,2,3,.667,3,4,7,3,1,3,3,2,8,6.5,-10,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
11,12,7,2003-11-22,25-327,NJN,,TOR,L (-1),1,40:15,12,19,.632,0,0,,2,2,1.000,0,7,7,1,0,0,2,3,26,17.1,+6,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
12,13,8,2003-11-25,25-330,NJN,@,SEA,W (+23),1,34:02,12,22,.545,0,0,,3,4,.750,4,10,14,1,2,2,1,4,27,23.3,+25,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
13,14,9,2003-11-27,25-332,NJN,@,LAC,W (+6),1,30:17,3,9,.333,0,0,,3,5,.600,2,6,8,2,2,2,1,4,9,8.5,-5,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
14,15,10,2003-11-28,25-333,NJN,@,POR,L (-4),1,35:56,6,17,.353,0,0,,0,2,.000,1,6,7,3,2,2,2,3,12,6.5,+1,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
15,16,11,2003-11-30,25-335,NJN,@,SAC,L (-13),1,37:36,8,19,.421,0,1,.000,2,2,1.000,2,5,7,3,0,1,4,1,18,9.2,-15,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
16,17,12,2003-12-01,25-336,NJN,@,UTA,L (-7),1,36:19,5,14,.357,0,1,.000,0,0,,2,1,3,5,2,2,2,6,10,6.4,-12,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
17,18,13,2003-12-03,25-338,NJN,,MEM,L (-3),1,31:44,6,13,.462,0,1,.000,8,9,.889,1,7,8,3,0,2,2,6,20,14.8,+6,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
18,19,14,2003-12-05,25-340,NJN,,MIL,W (+7),1,42:15,10,17,.588,0,0,,0,0,,8,13,21,1,3,3,4,4,20,21.8,+7,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
19,20,15,2003-12-06,25-341,NJN,,PHO,W (+11),1,39:38,8,12,.667,1,1,1.000,4,5,.800,1,11,12,7,1,1,5,5,21,19.0,+14,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
21,21,16,2003-12-09,25-344,NJN,,SEA,W (+13),1,37:12,12,18,.667,0,0,,1,4,.250,1,6,7,3,4,1,3,2,25,21.5,+36,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
22,22,17,2003-12-12,25-347,NJN,@,ORL,W (+4),1,37:44,8,14,.571,0,1,.000,0,0,,3,12,15,4,2,2,3,5,16,16.3,0,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
23,23,18,2003-12-13,25-348,NJN,@,MEM,L (-47),1,29:20,5,9,.556,0,0,,2,2,1.000,1,4,5,2,1,0,5,4,12,5.4,-17,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
24,24,19,2003-12-17,25-352,NJN,,UTA,W (+13),1,42:56,7,10,.700,0,0,,8,12,.667,0,11,11,1,0,1,1,4,22,18.3,+18,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
25,25,20,2003-12-19,25-354,NJN,,WAS,W (+10),1,34:23,7,12,.583,1,1,1.000,7,8,.875,2,12,14,5,3,1,2,4,22,24.6,+9,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
26,26,21,2003-12-20,25-355,NJN,@,MIL,L (-5),1,45:09,5,19,.263,0,1,.000,4,4,1.000,2,11,13,3,2,0,5,4,14,4.9,-7,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
27,27,22,2003-12-23,25-358,NJN,,CHI,W (+17),1,33:23,7,14,.500,0,1,.000,2,2,1.000,2,7,9,2,1,0,1,2,16,13.1,+11,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
28,28,23,2003-12-26,25-361,NJN,@,DET,W (+3),1,34:08,4,8,.500,0,0,,3,7,.429,3,8,11,3,0,2,1,4,11,10.8,+8,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
29,29,24,2003-12-27,25-362,NJN,@,IND,W (+7),1,41:39,10,20,.500,0,0,,3,7,.429,3,10,13,3,1,0,3,5,23,14.6,+4,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
30,30,25,2003-12-29,25-364,NJN,,POR,L (-4),1,42:13,8,18,.444,0,0,,3,6,.500,0,4,4,2,2,2,4,4,19,8.8,-8,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
31,31,26,2003-12-31,26-001,NJN,,GSW,W (+18),1,35:33,6,11,.545,2,2,1.000,3,4,.750,0,4,4,2,2,1,3,3,17,12.4,+14,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
32,32,27,2004-01-02,26-003,NJN,,CLE,W (+15),1,36:42,7,16,.438,0,2,.000,2,4,.500,2,11,13,5,5,3,2,0,16,20.1,+24,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
33,33,28,2004-01-04,26-005,NJN,@,NYK,W (+10),1,41:18,5,16,.313,0,0,,3,4,.750,0,8,8,0,2,3,4,3,13,4.7,+4,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
34,34,29,2004-01-06,26-007,NJN,,LAC,W (+17),1,24:54,2,10,.200,0,1,.000,3,8,.375,2,10,12,0,1,1,1,3,7,2.7,+18,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
35,35,,2004-01-09,26-010,NJN,@,PHI,L (-16),Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
36,36,,2004-01-14,26-015,NJN,,WAS,W (+12),Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
37,37,30,2004-01-15,26-016,NJN,@,MIL,L (-3),1,40:30,11,20,.550,0,0,,2,4,.500,2,8,10,1,3,1,2,6,24,17.4,-2,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
38,38,31,2004-01-17,26-018,NJN,,IND,L (-6),1,33:18,8,13,.615,0,0,,1,3,.333,1,6,7,1,1,1,8,4,17,5.6,-16,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
39,39,32,2004-01-20,26-021,NJN,@,DAL,L (-13),1,44:10,12,22,.545,0,0,,5,6,.833,2,7,9,4,0,0,0,2,29,23.5,-14,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
40,40,33,2004-01-21,26-022,NJN,@,SAS,L (-23),1,33:32,3,12,.250,0,0,,1,2,.500,0,11,11,2,1,2,2,3,7,3.3,-29,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
42,41,34,2004-01-23,26-024,NJN,@,MIA,L (-21),1,41:37,4,9,.444,0,0,,8,13,.615,3,5,8,0,3,0,2,2,16,13.1,-15,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
43,42,35,2004-01-25,26-026,NJN,,BOS,W (+19),1,34:39,9,12,.750,0,0,,2,6,.333,3,12,15,2,1,0,3,3,20,17.5,+7,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
44,43,36,2004-01-27,26-028,NJN,@,PHI,W (+18),1,23:15,5,10,.500,0,1,.000,3,3,1.000,1,2,3,5,1,0,0,4,13,12.2,+11,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
45,44,37,2004-01-29,26-030,NJN,@,ORL,W (+10),1,39:57,8,10,.800,0,0,,2,3,.667,2,7,9,4,4,1,1,6,18,21.4,+16,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
46,45,38,2004-01-31,26-032,NJN,@,HOU,W (+11),1,41:09,10,18,.556,0,0,,7,7,1.000,1,10,11,1,3,1,2,4,27,22.9,+15,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
47,46,39,2004-02-02,26-034,NJN,@,NOH,W (+21),1,34:19,6,14,.429,0,0,,1,2,.500,1,11,12,4,0,1,5,3,13,6.5,+10,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
48,47,40,2004-02-04,26-036,NJN,,MIA,W (+11),1,34:10,10,16,.625,0,0,,4,4,1.000,6,7,13,5,2,2,5,5,24,23.0,+14,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
49,48,41,2004-02-06,26-038,NJN,,ORL,W (+21),1,31:11,8,14,.571,0,0,,2,3,.667,4,11,15,3,0,0,1,1,18,17.8,+26,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
50,49,42,2004-02-08,26-040,NJN,,PHI,W (+12),1,44:20,9,19,.474,0,1,.000,11,12,.917,4,4,8,2,1,1,1,4,29,23.4,+7,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
51,50,43,2004-02-10,26-042,NJN,,DET,W (+11),1,42:08,5,17,.294,0,0,,3,5,.600,5,3,8,3,1,2,2,3,13,8.0,+8,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
52,51,44,2004-02-11,26-043,NJN,@,CLE,W (+20),1,42:42,7,13,.538,1,1,1.000,6,10,.600,3,6,9,3,2,3,2,3,21,20.0,+25,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
53,52,45,2004-02-18,26-050,NJN,,ATL,W (+6),1,36:49,8,18,.444,0,1,.000,5,6,.833,7,3,10,1,1,1,2,5,21,15.4,-2,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
54,53,46,2004-02-20,26-052,NJN,@,TOR,W (+19),0,25:15,3,6,.500,0,0,,0,0,,0,2,2,3,0,1,3,3,6,2.2,+16,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
55,54,47,2004-02-21,26-053,NJN,,NOH,W (+13),1,40:33,9,17,.529,0,1,.000,5,5,1.000,2,11,13,2,4,4,2,3,23,24.4,+17,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
56,55,48,2004-02-24,26-056,NJN,,TOR,W (+12),1,32:32,10,19,.526,0,1,.000,5,6,.833,6,9,15,3,0,2,2,5,25,21.7,-1,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
57,56,49,2004-02-25,26-057,NJN,@,MIN,L (-13),1,40:41,9,15,.600,0,0,,0,0,,2,10,12,4,2,0,2,4,18,16.7,-8,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
58,57,50,2004-02-28,26-060,NJN,,MIA,W (+6),1,38:51,5,13,.385,0,0,,8,13,.615,2,13,15,2,1,3,7,6,18,9.3,+1,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
59,58,51,2004-02-29,26-061,NJN,,LAL,L (-17),1,29:26,4,8,.500,0,0,,3,4,.750,3,4,7,1,0,1,2,5,11,7.3,-19,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
60,59,52,2004-03-02,26-063,NJN,@,DEN,W (+4),1,37:51,9,15,.600,0,0,,4,5,.800,1,7,8,4,2,1,5,3,22,16.8,+8,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
61,60,53,2004-03-03,26-064,NJN,@,PHO,L (-13),1,36:42,5,15,.333,0,1,.000,1,1,1.000,1,10,11,1,2,0,5,3,11,2.7,-11,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
63,61,54,2004-03-05,26-066,NJN,@,GSW,W (+4),1,33:56,3,11,.273,0,0,,3,4,.750,0,6,6,2,5,2,4,5,9,5.7,+8,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
64,62,55,2004-03-07,26-068,NJN,@,LAL,L (-6),1,43:47,6,19,.316,0,0,,5,6,.833,2,18,20,7,2,1,3,5,17,15.1,-9,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
65,63,56,2004-03-10,26-071,NJN,,DEN,W (+1),1,40:20,11,16,.688,0,0,,6,6,1.000,1,8,9,3,2,2,4,3,28,24.6,-9,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
66,64,57,2004-03-12,26-073,NJN,,CHI,W (+12),1,17:41,5,8,.625,0,0,,0,1,.000,0,4,4,0,1,0,3,2,10,4.4,+18,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
67,65,,2004-03-14,26-075,NJN,@,MIA,L (-9),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
68,66,58,2004-03-16,26-077,NJN,,SAC,W (+17),1,25:29,3,8,.375,0,0,,2,2,1.000,0,6,6,3,2,1,4,3,8,5.0,+6,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
69,67,59,2004-03-18,26-079,NJN,,DET,L (-18),1,37:47,5,11,.455,0,0,,3,8,.375,2,5,7,2,0,3,1,4,13,9.1,-13,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
70,68,,2004-03-19,26-080,NJN,@,NYK,L (-14),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
71,69,,2004-03-21,26-082,NJN,,DAL,L (-3),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
72,70,,2004-03-23,26-084,NJN,@,CHI,W (+3),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
73,71,,2004-03-26,26-087,NJN,@,BOS,L (-9),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
74,72,,2004-03-27,26-088,NJN,@,CLE,L (-3),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
75,73,,2004-03-29,26-090,NJN,,BOS,L (-4),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
76,74,60,2004-03-31,26-092,NJN,@,WAS,W (+4),0,12:16,2,2,1.000,0,0,,0,0,,1,4,5,2,1,0,4,2,4,2.9,-9,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
77,75,,2004-04-02,26-094,NJN,,NYK,W (+25),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
78,76,,2004-04-04,26-096,NJN,,ATL,W (+17),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
79,77,61,2004-04-06,26-098,NJN,,MIL,L (-5),0,20:50,3,8,.375,0,0,,0,0,,1,1,2,1,0,0,1,5,6,0.3,-17,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
80,78,62,2004-04-08,26-100,NJN,,ORL,W (+20),1,31:27,5,9,.556,0,0,,4,6,.667,0,7,7,2,1,0,0,3,14,12.2,+14,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
81,79,,2004-04-09,26-101,NJN,@,IND,L (-10),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
82,80,63,2004-04-11,26-103,NJN,,PHI,W (+14),1,28:18,5,13,.385,0,0,,5,6,.833,0,9,9,1,2,1,0,3,15,12.4,+12,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
84,81,64,2004-04-12,26-104,NJN,@,ATL,L (-22),1,24:41,5,13,.385,0,1,.000,1,2,.500,5,4,9,1,1,0,1,2,11,8.1,-11,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
85,82,65,2004-04-14,26-106,NJN,@,MIA,L (-12),1,19:59,3,7,.429,0,0,,2,5,.400,3,5,8,2,0,1,3,4,8,4.2,-23,https://www.basketball-reference.com/players/a/martike01/gamelog/2004,martike01,2004
0,1,,2003-11-14,20-183,LAL,,DET,W (+5),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,https://www.basketball-reference.com/players/a/sampsja01/gamelog/2004,sampsja01,2004
1,2,1,2003-11-16,20-185,LAL,,MIA,W (+22),0,6:30,1,1,1.000,0,0,,0,0,,0,2,2,0,0,0,0,0,2,2.3,-2,https://www.basketball-reference.com/players/a/sampsja01/gamelog/2004,sampsja01,2004
2,3,2,2003-11-18,20-187,LAL,@,DET,L (-10),0,1:19,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0,https://www.basketball-reference.com/players/a/sampsja01/gamelog/2004,sampsja01,2004
3,4,,2003-11-19,20-188,LAL,@,NYK,W (+21),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,https://www.basketball-reference.com/players/a/sampsja01/gamelog/2004,sampsja01,2004
4,5,,2003-11-21,20-190,LAL,,CHI,W (+7),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,https://www.basketball-reference.com/players/a/sampsja01/gamelog/2004,sampsja01,2004
5,6,,2004-01-04,20-234,LAL,@,LAC,L (-3),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,https://www.basketball-reference.com/players/a/sampsja01/gamelog/2004,sampsja01,2004
6,7,3,2004-01-06,20-236,LAL,@,MIN,L (-16),0,8:33,1,1,1.000,0,0,,1,2,.500,3,1,4,0,0,0,1,2,3,2.9,-13,https://www.basketball-reference.com/players/a/sampsja01/gamelog/2004,sampsja01,2004
7,8,4,2004-01-07,20-237,LAL,@,DEN,L (-22),0,12:08,1,2,.500,0,0,,0,0,,1,3,4,0,0,2,1,2,2,2.2,-8,https://www.basketball-reference.com/players/a/sampsja01/gamelog/2004,sampsja01,2004
8,9,5,2004-01-09,20-239,LAL,,ATL,W (+46),0,17:40,2,3,.667,0,0,,0,0,,5,4,9,1,1,1,1,2,4,8.0,+2,https://www.basketball-reference.com/players/a/sampsja01/gamelog/2004,sampsja01,2004
9,10,6,2004-01-12,20-242,LAL,,CLE,W (+10),0,9:12,0,0,,0,0,,2,2,1.000,1,4,5,0,0,0,0,3,2,2.7,-1,https://www.basketball-reference.com/players/a/sampsja01/gamelog/2004,sampsja01,2004
10,11,7,2004-01-14,20-244,LAL,,DEN,W (+26),0,2:55,1,1,1.000,0,0,,3,4,.750,1,0,1,0,0,0,0,0,5,5.0,0,https://www.basketball-reference.com/players/a/sampsja01/gamelog/2004,sampsja01,2004
